age,gender,Eastern,Japan,Samurai,Funky,Nature,Western,Space,Mystery,Puzzle,Art
19,Female,79,72,100,42,89,34,95,69,57,89
16,Male,94,85,7,61,44,90,80,38,37,23
15,Male,65,48,95,23,8,83,51,86,69,61
39,Male,93,51,7,49,75,52,98,55,61,97
37,Male,85,27,59,66,64,96,76,54,69,55
38,Female,28,8,38,75,72,72,46,94,94,48
21,Female,74,44,42,82,90,42,98,3,87,89
33,Female,23,64,18,49,70,9,69,87,100,90
33,Female,80,87,45,38,74,7,39,81,92,2
38,Female,63,51,5,16,79,86,95,72,99,39
30,Male,4,49,84,55,99,74,88,65,74,11
36,Male,57,69,7,18,48,95,28,18,82,11
35,Male,12,3,76,94,84,33,89,55,58,54
27,Male,33,54,100,46,85,10,94,74,69,3
23,Male,55,28,34,54,85,45,80,25,98,4
34,Female,27,73,13,78,73,48,42,99,82,22
22,Male,31,100,15,79,70,90,75,58,86,66
40,Female,97,86,26,39,99,94,4,92,98,39
17,Male,28,90,92,53,100,75,70,95,46,52
23,Male,62,86,48,1,80,10,95,88,83,15
32,Male,40,60,88,24,98,29,86,96,67,68
28,Female,3,30,14,47,86,42,82,26,87,79
39,Female,41,65,56,94,77,87,34,98,97,28
26,Male,7,93,92,84,84,39,70,52,15,41
27,Male,24,56,82,36,70,98,98,40,30,66
38,Male,11,86,25,82,13,57,73,39,79,1
36,Male,55,39,86,5,11,3,2,75,4,1
24,Female,76,98,80,88,89,22,76,23,8,74
26,Male,92,42,95,10,96,89,70,13,4,50
21,Male,85,51,44,50,94,25,83,51,16,60
21,Female,79,59,34,27,73,37,82,59,96,100
32,Male,16,3,70,36,79,86,96,74,60,18
40,Female,24,54,13,93,88,25,84,76,80,30
17,Female,31,55,71,59,84,66,36,87,92,86
25,Male,48,64,99,32,72,86,93,33,52,63
16,Female,64,14,8,62,86,99,3,95,69,85
25,Male,8,94,78,82,77,6,98,62,94,82
29,Female,89,36,78,72,85,86,63,28,86,99
38,Female,26,95,12,76,91,77,19,83,74,71
17,Male,45,56,85,97,31,64,58,66,37,96
25,Female,93,7,17,96,82,72,93,72,71,84
31,Male,32,84,75,59,94,55,89,63,74,21
37,Male,81,67,85,28,12,57,19,55,21,19
27,Female,7,80,37,18,70,90,6,12,85,75
34,Female,11,27,22,77,92,13,86,77,92,23
40,Female,69,42,49,37,100,20,80,97,83,81
26,Male,2,56,73,77,75,48,81,85,56,24
15,Male,51,88,96,93,82,46,4,95,82,33
23,Male,42,87,82,7,83,41,92,49,31,14
26,Female,26,23,27,26,79,4,37,84,84,85
30,Male,10,21,86,23,90,94,73,93,37,8
31,Female,77,89,34,88,75,79,80,79,83,63
17,Male,35,72,66,62,17,95,20,69,1,76
15,Male,73,42,69,57,93,23,3,75,33,99
33,Male,98,97,91,15,74,35,87,68,65,7
19,Male,32,7,43,91,14,89,14,4,61,72
33,Male,86,35,87,27,80,10,90,37,73,29
25,Male,59,34,56,34,92,34,81,44,77,38
30,Male,34,5,87,61,74,91,75,29,69,70
17,Female,99,60,31,53,79,67,36,89,67,81
27,Female,30,47,74,26,77,21,29,82,90,86
26,Male,24,22,73,59,79,3,75,29,23,99
40,Female,93,92,21,76,82,91,1,75,90,44
34,Female,17,78,39,38,80,78,58,76,94,93
31,Male,13,80,100,41,79,78,81,19,45,35
29,Female,72,48,93,45,74,14,44,13,91,87
38,Male,53,40,91,57,52,3,17,1,21,3
38,Female,64,90,70,11,97,35,40,80,84,4
22,Female,94,36,100,13,94,52,25,81,30,94
25,Female,82,18,11,14,98,5,21,6,97,93
15,Female,76,42,38,23,90,33,47,89,50,89
37,Male,85,49,21,81,29,15,39,99,97,23
16,Male,3,29,63,57,59,95,80,45,74,44
27,Male,41,26,89,21,89,12,96,50,6,24
26,Male,66,4,72,58,75,59,97,26,47,44
25,Female,86,26,26,38,98,21,89,80,88,74
20,Female,89,61,13,8,84,10,29,33,80,81
40,Male,53,85,62,82,43,10,13,64,85,90
36,Male,15,41,26,41,25,60,72,85,62,95
17,Female,64,100,66,50,80,46,79,3,14,93
35,Female,35,77,91,47,78,97,98,95,89,44
36,Female,97,31,90,32,83,32,42,76,80,55
23,Female,99,69,3,9,89,70,23,70,10,100
39,Female,15,90,62,63,84,28,80,96,90,88
29,Female,35,33,76,10,91,85,74,14,81,90
32,Female,97,9,22,4,80,79,22,83,99,67
21,Female,76,63,6,51,97,39,28,50,28,85
38,Female,75,67,63,49,87,78,32,70,96,20
28,Male,73,26,71,11,78,40,78,89,61,37
28,Female,49,98,88,57,83,9,36,83,80,96
18,Female,89,56,90,44,79,88,68,97,95,99
20,Male,51,68,2,90,80,98,86,21,94,65
20,Male,11,70,76,68,87,70,91,88,31,53
15,Male,29,53,9,22,93,14,25,65,16,58
17,Female,38,87,31,8,83,77,73,92,53,76
21,Male,86,45,94,75,99,42,80,78,74,37
26,Male,71,7,84,91,97,62,78,19,55,12
33,Female,39,83,19,7,79,70,33,90,92,8
24,Male,85,84,7,91,99,47,75,63,46,17
28,Female,24,43,56,64,90,7,24,39,80,93
19,Male,30,33,18,64,14,17,21,62,70,74
24,Male,49,72,74,10,78,82,76,43,81,33
15,Male,90,47,78,52,48,15,15,37,70,21
22,Male,80,37,60,39,77,60,93,65,17,36
31,Male,92,7,93,9,87,23,92,52,75,94
32,Female,96,36,52,10,86,25,77,83,75,6
40,Female,52,20,22,33,83,27,42,81,92,78
24,Female,97,82,15,91,95,45,6,83,28,86
31,Male,90,19,80,75,80,100,94,70,66,58
15,Male,68,47,3,89,14,48,46,95,31,10
32,Female,21,84,82,100,90,27,6,94,72,91
32,Male,29,30,73,23,99,84,86,98,52,50
15,Male,63,71,98,26,47,54,51,43,88,2
35,Male,91,42,100,65,100,81,96,92,10,56
16,Female,79,55,82,19,78,6,84,88,78,89
36,Female,43,46,80,54,75,50,76,98,85,36
31,Female,33,26,100,61,73,84,23,73,70,15
29,Male,27,27,75,31,90,33,100,96,83,28
29,Female,99,20,52,63,92,63,34,99,78,98
39,Male,9,10,99,68,86,74,3,90,98,27
36,Female,35,38,82,88,91,86,21,95,75,93
33,Female,48,53,98,74,94,81,44,72,80,39
37,Female,93,51,2,10,95,43,94,97,88,99
19,Male,35,78,19,21,48,20,89,96,66,4
19,Female,96,61,83,85,100,54,81,96,99,83
17,Female,18,18,1,31,80,16,47,65,42,74
31,Female,67,10,74,43,84,14,49,77,80,7
23,Female,92,30,41,93,78,25,6,75,93,99
17,Male,41,43,70,31,18,100,97,9,27,15
29,Female,14,21,42,90,81,71,74,22,93,91
39,Male,81,24,67,54,26,3,15,68,79,75
36,Male,68,53,93,25,88,14,81,78,82,7
34,Male,1,99,90,26,79,13,71,21,99,95
28,Female,25,21,61,5,88,51,54,96,97,95
31,Male,59,85,91,33,84,42,88,10,51,38
30,Female,91,29,77,14,70,97,84,80,98,93
31,Male,87,87,75,51,97,54,84,65,70,89
40,Male,30,48,51,45,99,98,79,10,22,21
26,Female,65,33,59,99,88,38,92,62,84,75
33,Male,100,37,84,27,71,89,77,73,89,34
27,Male,13,90,85,96,99,96,77,23,48,67
17,Male,89,4,88,9,15,96,88,78,49,76
36,Female,56,74,63,60,86,8,3,89,94,41
26,Male,70,45,72,15,71,43,89,43,24,39
33,Female,13,58,28,99,95,4,89,95,72,59
18,Male,54,76,10,11,70,16,70,87,71,76
27,Female,77,59,59,63,82,54,99,91,75,84
22,Male,8,88,62,93,100,53,76,52,88,24
33,Male,42,30,99,29,72,88,86,14,18,64
22,Male,5,26,51,13,71,10,72,69,56,42
24,Male,21,62,66,32,80,81,84,50,86,39
23,Female,98,54,31,69,70,80,15,95,64,81
18,Female,84,10,81,38,75,67,73,25,30,92
36,Male,35,35,60,29,73,79,87,85,26,83
18,Female,91,37,2,49,80,38,58,20,34,76
31,Male,55,19,72,90,96,71,90,4,44,10
35,Male,81,51,98,79,89,1,88,73,58,34
38,Female,60,35,71,55,70,64,47,71,78,45
39,Male,49,76,13,7,63,51,82,84,5,5
28,Female,45,5,87,78,81,86,35,59,81,85
18,Male,94,70,71,16,45,91,17,92,18,70
15,Male,24,76,20,54,3,78,16,84,53,38
39,Female,81,41,27,90,71,49,49,77,80,73
24,Female,78,4,98,92,80,56,16,56,59,91
20,Female,79,66,92,50,94,47,54,88,87,98
38,Male,89,13,68,57,7,88,98,46,24,2
37,Male,66,87,99,29,7,79,8,63,98,48
21,Female,77,75,55,46,76,51,40,38,71,78
35,Male,76,56,78,66,79,61,74,38,83,35
18,Male,2,52,36,33,83,95,80,30,11,83
29,Male,59,30,88,98,72,97,76,72,36,67
29,Female,68,88,6,9,88,10,72,12,86,96
24,Male,26,12,20,75,87,38,94,45,23,39
16,Male,50,3,85,27,79,30,56,20,42,93
36,Female,15,32,31,20,74,13,99,94,81,49
23,Male,94,8,23,75,76,14,98,56,24,3
33,Female,98,37,39,71,77,39,51,80,74,37
16,Male,87,72,91,63,9,5,28,36,92,62
38,Female,65,24,15,80,95,70,21,90,73,66
22,Female,91,70,45,97,80,12,45,10,27,83
33,Male,90,97,81,9,90,76,100,48,69,96
19,Female,81,64,76,60,100,92,7,15,39,70
25,Female,84,36,81,98,82,13,2,48,87,77
26,Male,86,19,82,25,98,22,81,38,73,17
36,Female,11,89,31,41,91,29,38,71,96,65
17,Female,49,44,13,13,78,88,96,1,84,88
26,Female,4,97,31,10,85,57,75,93,88,86
29,Female,100,71,59,80,78,94,91,30,76,84
40,Male,74,39,35,45,60,38,3,76,3,25
32,Male,56,72,71,3,91,77,82,15,35,73
37,Female,52,20,91,74,89,30,99,90,97,70
35,Male,95,74,82,28,74,66,84,57,96,57
37,Male,45,5,94,26,40,54,70,10,11,60
32,Male,83,15,89,41,79,16,74,72,97,84
38,Female,66,34,43,52,77,81,71,70,85,32
25,Female,98,95,63,15,84,95,43,12,89,81
21,Female,73,17,58,23,82,45,87,18,41,74
30,Male,34,4,85,49,91,100,81,33,52,92
35,Female,10,82,11,29,83,89,52,80,96,64
24,Male,22,95,41,41,76,21,92,10,97,73
19,Female,89,27,82,49,95,39,75,4,82,73
18,Female,77,91,72,55,87,64,30,81,89,89
17,Female,1,90,86,74,83,35,89,54,44,91
18,Female,70,37,22,70,88,80,90,100,83,71
22,Female,100,78,86,81,95,87,15,42,99,95
36,Male,10,93,37,73,69,37,62,69,76,60
37,Male,8,71,18,32,75,11,62,93,32,96
27,Female,79,51,28,24,90,90,63,67,87,84
24,Male,73,100,56,6,83,46,77,2,52,29
32,Male,9,43,77,82,99,54,75,39,94,53
31,Male,75,11,96,100,74,21,85,57,43,84
37,Female,60,6,30,12,85,13,25,92,97,21
31,Female,10,60,50,5,86,38,70,78,96,87
23,Male,14,38,69,70,84,30,90,33,88,43
15,Male,1,11,23,36,16,86,17,44,28,86
17,Female,61,25,24,61,90,30,32,66,67,94
17,Female,22,1,23,87,74,51,25,6,14,89
29,Male,80,70,83,72,74,9,73,23,93,66
31,Male,70,9,71,83,76,22,95,86,65,34
32,Female,89,28,13,55,78,97,29,86,75,9
32,Female,82,95,11,55,83,89,25,76,100,28
36,Female,70,43,16,99,94,6,54,100,96,12
19,Male,59,78,88,74,83,82,24,38,65,16
21,Male,53,71,41,79,86,69,98,28,49,1
20,Female,83,50,59,62,72,59,27,7,88,74
15,Male,21,41,58,19,100,25,2,11,24,81
28,Male,31,70,83,68,75,59,93,2,37,28
21,Male,26,22,58,68,76,19,87,4,16,34
22,Male,12,47,84,72,82,26,90,9,76,52
30,Female,94,46,73,100,89,78,69,82,75,87
34,Male,28,62,85,63,85,12,90,9,59,55
27,Female,76,9,25,94,74,15,31,15,97,70
40,Female,93,72,25,66,70,56,34,87,80,9
26,Female,16,25,32,88,83,73,70,55,72,99
32,Female,86,99,35,86,82,99,82,72,74,40
33,Male,72,33,87,58,83,74,75,60,46,67
18,Male,42,38,57,45,37,7,67,62,69,86
27,Female,95,70,20,45,80,38,86,2,90,74
16,Male,19,90,87,24,2,8,2,14,46,88
18,Male,76,12,26,53,59,48,55,59,95,91
19,Female,70,60,42,47,77,39,95,37,60,70
17,Female,50,65,49,83,95,54,83,88,86,98
18,Male,10,98,53,26,25,18,4,52,69,45
25,Female,71,71,20,33,70,78,54,46,87,100
16,Male,74,5,17,94,8,82,79,34,85,69
37,Female,17,81,43,44,71,37,55,93,76,7
28,Male,28,86,96,46,76,24,91,100,2,70
20,Male,66,81,99,38,74,100,98,41,94,65
22,Male,26,98,20,37,99,16,100,12,57,29
23,Female,73,62,68,10,76,45,49,32,50,87
20,Female,90,76,87,44,88,51,59,11,22,73
34,Male,73,65,84,94,71,22,100,89,67,75
32,Male,100,33,75,72,71,92,80,19,5,19
36,Male,82,2,90,74,55,76,100,12,4,49
30,Female,57,14,11,55,90,29,57,70,87,91
40,Female,72,21,15,4,76,72,55,81,78,13
24,Male,66,26,1,1,72,50,78,71,18,28
26,Male,73,66,99,96,73,44,99,40,40,60
38,Female,34,51,99,11,74,24,28,92,90,55
15,Male,45,50,33,98,18,48,53,80,99,47
16,Male,99,79,55,30,65,67,53,71,75,27
18,Male,66,20,63,5,80,48,9,20,24,57
17,Male,10,48,9,13,99,17,21,18,68,86
33,Male,92,2,99,30,85,8,92,65,64,13
18,Female,70,3,72,60,93,60,28,4,97,90
38,Female,27,8,28,50,71,95,24,91,100,61
32,Male,72,27,81,16,72,55,74,62,81,37
32,Female,73,81,58,86,88,68,2,92,75,89
20,Male,28,51,91,63,87,14,94,86,25,27
24,Male,46,30,73,73,86,85,99,50,26,63
40,Male,42,50,88,46,62,86,34,91,3,66
19,Male,84,34,77,55,42,28,29,81,50,65
36,Male,38,22,4,100,77,66,60,59,57,15
29,Female,13,50,18,58,70,51,66,27,96,94
20,Female,91,5,16,80,83,72,36,91,93,71
38,Male,64,83,6,54,46,49,43,41,58,85
30,Female,35,95,43,67,73,3,53,72,100,91
30,Female,18,99,96,15,95,71,5,96,86,97
30,Female,20,58,46,29,92,57,33,89,76,72
39,Female,87,39,71,40,75,87,61,83,71,35
40,Male,47,15,54,90,20,2,63,74,12,59
23,Male,57,41,95,98,99,66,79,81,8,84
25,Female,90,27,64,80,92,67,97,72,96,79
29,Female,35,18,48,58,71,76,27,75,93,96
24,Male,18,43,20,15,70,41,99,42,3,60
16,Female,44,63,51,32,86,26,72,29,4,85
27,Female,88,26,66,15,87,17,11,87,91,81
24,Male,89,5,29,87,84,6,99,51,68,32
33,Female,83,28,32,83,88,29,5,80,77,53
16,Female,21,36,72,32,100,97,2,68,34,73
19,Female,80,24,61,10,98,33,40,4,6,95
28,Male,79,76,74,16,96,45,75,6,68,60
15,Female,16,47,18,98,88,17,5,36,1,95
37,Female,52,32,89,34,83,61,9,79,89,60
33,Female,46,19,97,43,83,20,56,90,85,73
32,Male,75,78,80,25,85,5,100,11,93,90
30,Female,63,13,34,32,74,80,20,76,100,86
34,Male,54,15,93,55,78,89,75,20,82,12
30,Male,38,77,92,32,70,9,96,71,25,5
37,Male,1,52,89,72,83,100,4,97,56,58
15,Male,1,13,79,10,7,75,58,32,79,81
22,Male,15,15,31,75,82,49,70,55,36,90
40,Female,12,78,12,17,78,54,93,87,77,30
31,Male,42,77,80,36,78,76,92,7,30,22
20,Female,82,74,62,28,73,38,17,2,62,85
37,Female,77,35,40,8,75,89,15,80,95,3
35,Female,95,84,75,59,87,97,98,74,82,36
37,Female,46,73,34,83,97,93,7,86,82,30
25,Female,95,25,98,1,85,54,58,25,75,96
21,Male,85,64,45,44,99,53,100,2,42,54
34,Male,61,94,81,26,96,100,78,31,49,69
35,Male,40,84,82,35,81,4,74,76,12,63
18,Female,93,91,91,96,89,31,35,26,43,85
34,Female,62,42,4,14,70,90,68,86,87,67
16,Male,44,75,44,30,62,40,18,8,6,2
34,Male,48,63,79,8,86,63,88,54,80,70
34,Female,68,19,95,93,94,49,32,75,81,2
25,Male,2,53,39,50,83,89,83,46,40,72
39,Female,54,49,46,76,100,99,67,87,98,43
26,Male,58,81,83,7,95,11,87,18,59,28
30,Female,18,83,41,83,96,30,44,96,91,82
22,Female,83,57,58,98,94,68,82,42,15,74
18,Female,78,14,91,58,73,42,35,99,35,96
19,Male,12,68,22,88,68,94,62,89,77,11
33,Female,37,40,38,83,83,6,7,85,95,89
20,Female,86,74,12,85,91,2,98,70,81,76
31,Female,11,37,83,30,79,61,12,89,83,3
39,Male,17,64,42,40,85,98,12,95,19,13
15,Female,4,77,24,96,89,50,89,43,39,79
23,Female,75,50,3,74,84,22,9,59,78,96
39,Male,15,31,98,57,91,33,96,54,11,43
35,Female,80,48,19,17,92,32,56,94,86,7
33,Male,43,74,80,90,76,36,93,94,69,61
32,Male,83,39,85,35,84,58,81,14,16,80
32,Female,40,2,20,67,87,72,13,87,80,46
22,Female,98,23,74,84,84,66,90,28,31,74
37,Female,17,91,21,12,100,8,66,76,81,59
18,Female,94,52,66,80,93,53,39,12,7,74
35,Male,90,87,87,83,82,13,93,8,62,38
23,Male,95,71,63,15,93,39,76,57,2,90
25,Female,74,12,33,83,92,48,47,89,79,76
18,Male,66,36,22,88,25,11,90,78,47,17
27,Female,14,63,55,80,84,55,59,46,92,90
27,Female,55,40,58,90,70,75,28,4,77,81
33,Female,71,36,73,83,78,18,75,76,100,50
18,Male,14,92,83,70,55,22,97,29,55,58
26,Male,75,88,75,47,92,68,98,15,3,88
29,Female,44,56,25,32,90,17,38,44,72,80
21,Male,30,62,92,20,94,48,75,4,98,10
34,Male,55,26,83,59,70,39,80,82,5,32
27,Male,22,16,79,20,96,24,100,14,6,29
20,Female,85,2,39,41,84,6,4,37,63,100
26,Female,46,45,100,79,70,24,2,57,96,85
30,Male,85,84,85,99,95,63,92,72,25,100
29,Male,100,59,70,62,81,12,82,86,57,25
19,Female,98,84,88,59,81,26,50,91,64,95
22,Female,75,53,21,88,84,2,17,63,93,82
21,Male,54,77,62,61,82,50,96,73,59,58
29,Male,15,68,71,86,74,1,73,66,26,94
40,Female,32,30,38,52,95,90,48,78,95,59
39,Male,19,82,29,63,33,58,1,21,70,64
19,Male,31,85,41,74,33,78,83,60,89,27
30,Female,2,1,9,44,86,4,29,81,83,99
22,Male,91,62,14,76,86,15,87,77,31,24
28,Female,70,33,30,83,86,76,25,77,70,86
19,Female,90,70,99,55,90,34,88,27,56,90
23,Male,78,34,44,28,87,38,87,80,47,2
34,Male,12,35,88,64,72,26,90,50,4,12
33,Female,41,40,87,84,76,5,51,94,84,39
36,Male,50,87,73,47,84,52,75,5,69,66
22,Female,78,99,95,51,76,98,36,43,52,73
32,Male,50,22,77,31,85,89,86,58,70,14
17,Female,58,9,4,56,75,11,66,94,97,99
22,Male,18,29,83,1,73,20,86,68,94,60
17,Female,9,53,79,26,82,68,8,15,71,88
34,Female,38,63,47,2,71,91,25,86,96,60
38,Male,84,16,51,33,79,84,15,32,91,31
28,Male,85,53,97,40,78,80,73,69,60,77
19,Female,71,52,36,83,96,28,81,32,20,88
35,Male,65,51,91,81,98,12,70,29,20,52
23,Male,85,6,42,72,100,14,91,83,63,44
15,Male,47,38,9,10,13,36,52,27,99,32
22,Female,70,73,40,2,91,28,79,68,36,73
17,Male,57,60,34,7,62,76,46,85,9,2
18,Male,79,7,88,75,11,76,25,87,52,7
19,Female,94,63,5,13,78,10,82,84,99,91
28,Male,24,46,71,33,89,94,97,100,79,54
19,Male,93,2,46,98,41,4,46,87,13,88
17,Female,23,52,83,14,74,60,20,51,2,76
15,Female,83,72,2,31,84,34,34,79,25,85
16,Male,99,9,10,12,59,68,84,99,74,36
19,Male,39,80,39,2,33,61,47,62,28,82
20,Female,88,72,36,4,82,22,74,60,88,84
28,Male,38,6,74,8,78,48,75,12,3,39
29,Female,55,54,33,96,75,37,62,1,79,93
29,Female,95,93,6,71,75,55,75,37,70,94
37,Female,100,78,49,53,72,6,22,73,89,99
28,Female,96,40,89,86,78,53,57,63,76,81
28,Male,40,1,70,46,74,71,92,48,89,63
27,Female,67,47,88,84,80,31,5,98,91,87
29,Male,3,48,83,26,80,52,87,17,98,80
22,Female,71,41,75,29,82,89,24,7,97,82
17,Male,81,46,70,25,45,81,38,37,13,91
25,Female,91,56,6,9,76,39,12,2,91,94
19,Male,38,63,48,82,5,43,68,29,32,6
20,Male,100,88,75,59,94,89,86,38,96,27
20,Female,76,13,71,74,75,45,63,86,21,91
33,Male,95,71,97,36,77,77,83,32,27,62
38,Male,25,5,84,68,36,59,54,52,63,6
22,Female,84,43,23,72,91,12,63,21,17,100
37,Male,43,19,56,74,63,83,72,51,29,31
17,Female,94,28,42,89,85,59,4,81,48,81
28,Male,99,50,77,7,79,90,76,45,51,30
33,Male,52,39,76,95,74,97,81,97,74,50
21,Female,92,68,80,58,77,46,16,27,72,83
27,Female,19,1,78,58,76,83,85,77,74,89
17,Male,89,34,63,8,66,84,96,53,45,3
27,Male,18,52,74,51,80,4,87,54,3,29
15,Male,99,9,39,26,31,16,5,78,66,36
18,Female,97,88,40,60,87,1,38,16,2,71
25,Male,93,68,46,34,96,29,94,99,88,92
20,Female,75,64,37,61,90,46,76,61,44,90
28,Female,6,51,47,77,82,31,83,79,71,89
39,Male,52,69,67,76,96,66,93,25,29,85
17,Female,18,40,16,55,90,81,54,99,65,98
35,Male,74,59,77,26,98,68,96,17,98,69
30,Male,32,65,79,87,93,84,93,60,20,67
36,Female,93,5,51,53,85,8,33,97,81,66
33,Male,9,4,85,75,97,38,92,20,41,26
17,Male,22,17,77,87,37,94,32,7,1,84
19,Male,45,69,11,9,43,38,100,1,60,51
17,Male,82,76,25,68,29,87,94,50,74,42
40,Female,86,4,50,30,91,57,64,87,82,97
17,Female,51,40,39,75,73,70,53,27,61,80
37,Female,92,40,83,45,82,70,70,96,80,11
34,Male,61,70,89,80,72,92,83,20,29,70
21,Male,45,35,24,73,99,35,83,50,67,18
33,Male,100,75,95,86,99,8,97,93,17,31
17,Male,14,91,2,4,82,100,71,6,81,66
39,Male,82,55,17,81,52,19,96,2,93,93
34,Female,64,50,43,48,95,99,41,94,89,79
29,Female,73,92,61,53,88,34,47,72,70,83
39,Male,81,5,92,59,74,80,95,98,47,53
19,Female,87,85,25,89,74,67,35,82,2,94
25,Male,43,87,39,26,78,43,86,32,75,22
17,Male,45,44,71,61,8,63,20,45,57,3
29,Male,4,24,91,96,92,48,98,7,12,97
32,Male,11,73,90,78,94,55,80,44,26,20
26,Male,10,74,77,24,90,18,89,55,91,7
23,Female,92,6,6,25,75,100,78,78,24,94
24,Female,82,85,19,13,86,11,74,65,37,79
32,Female,84,24,94,50,83,19,75,85,78,80
25,Male,21,63,73,34,75,13,100,46,79,99
28,Female,20,100,87,92,84,30,59,33,77,87
26,Female,80,81,57,6,88,45,60,17,75,89
31,Male,23,35,83,79,75,2,90,75,6,98
26,Male,75,74,72,90,90,39,93,19,30,61
31,Female,40,12,45,10,73,42,6,92,96,98
34,Male,25,68,97,58,95,48,98,48,35,18
24,Male,60,88,58,10,91,65,95,38,7,28
35,Female,71,75,34,10,86,30,1,97,91,98
30,Female,33,57,63,45,86,59,8,80,87,82
17,Female,32,46,32,92,72,29,48,14,61,94
29,Male,33,74,83,92,90,92,71,76,66,49
30,Female,15,42,11,79,97,74,41,90,98,71
15,Male,2,91,79,57,67,73,33,12,18,39
40,Male,48,62,1,40,13,37,97,91,29,26
19,Male,58,35,51,56,53,60,68,37,51,10
19,Female,83,52,65,40,78,94,24,2,80,84
16,Male,60,84,29,87,24,70,96,28,48,96
29,Male,30,17,79,85,99,28,86,81,70,58
37,Male,93,21,15,92,26,40,96,13,32,17
36,Male,48,31,99,40,57,6,75,68,30,13
15,Female,65,23,62,62,81,31,77,25,4,87
35,Male,10,53,70,43,70,62,77,64,12,44
35,Male,76,13,83,8,92,44,70,49,34,71
31,Female,15,89,91,76,83,28,61,75,98,33
29,Male,74,23,79,5,100,23,84,86,94,39
17,Female,31,88,67,77,73,58,42,100,39,98
25,Female,99,12,30,11,81,72,41,6,93,75
20,Female,96,66,88,25,90,26,26,78,97,91
15,Female,98,58,68,84,98,53,54,70,31,85
31,Male,42,33,89,61,95,41,70,98,56,40
23,Male,43,46,2,3,85,43,92,20,38,13
28,Female,79,79,59,84,92,11,12,62,99,71
33,Male,33,57,82,49,81,77,82,51,21,47
40,Female,47,84,65,46,89,64,7,90,78,75
23,Male,56,86,32,87,99,96,95,54,26,7
23,Female,74,1,24,54,91,76,21,24,78,80
23,Male,15,83,3,11,76,6,75,6,57,93
18,Male,29,52,90,22,67,61,79,45,34,99
19,Female,95,78,9,6,70,14,2,37,5,92
21,Female,71,67,1,62,75,69,95,39,27,96
31,Male,88,86,83,59,99,26,94,35,16,87
21,Female,88,68,84,84,96,38,79,91,14,87
25,Female,77,68,64,96,87,61,15,68,90,94
18,Female,99,23,96,16,86,30,79,51,55,95
15,Female,10,55,75,35,87,48,37,34,44,80
29,Male,2,70,94,78,96,44,99,1,25,14
33,Male,86,69,77,31,91,89,99,33,41,95
21,Female,80,47,87,27,74,54,71,8,24,100
34,Female,37,63,42,32,71,33,91,78,99,47
19,Male,46,22,53,84,21,10,4,32,31,4
19,Female,84,90,69,47,82,81,14,24,49,97
28,Female,52,87,62,70,90,21,71,2,78,88
25,Male,2,25,80,64,82,97,75,77,54,66
29,Female,7,73,74,6,81,40,1,21,74,78
30,Male,21,28,85,41,75,74,79,83,87,1
39,Male,89,39,96,65,9,39,40,23,48,83
30,Male,66,16,90,92,80,45,83,93,7,98
40,Female,60,12,60,19,76,74,100,90,79,17
35,Male,81,62,83,48,99,21,89,24,32,72
40,Female,35,49,62,71,89,98,26,92,76,38
30,Male,73,68,86,94,82,50,83,48,35,53
36,Female,84,80,97,45,93,58,63,99,87,33
32,Female,80,1,48,78,75,8,34,97,75,9
17,Female,53,83,28,60,96,77,59,84,76,82
16,Female,14,76,88,28,98,5,34,64,94,92
19,Male,48,85,50,55,69,97,74,69,59,38
30,Female,65,18,72,88,72,80,86,86,80,87
30,Male,57,50,72,26,94,59,76,8,33,12
39,Male,36,3,39,62,94,3,99,69,52,33
38,Male,76,82,40,93,11,13,94,54,91,66
15,Female,58,51,66,59,89,10,61,23,20,73
29,Female,17,74,76,13,73,93,29,80,89,88
21,Male,47,35,13,63,76,94,94,59,46,78
17,Female,5,79,70,18,72,53,75,77,54,73
39,Female,34,62,56,17,94,54,48,89,96,10
36,Female,54,59,28,7,74,52,62,80,96,38
21,Female,95,82,78,84,97,34,53,76,39,98
32,Male,74,79,95,23,86,52,86,36,18,20
18,Female,80,91,44,100,80,45,50,86,19,87
38,Male,86,35,76,18,25,14,42,77,50,68
15,Female,55,23,23,55,87,73,80,85,72,70
25,Female,98,44,35,30,83,97,88,76,89,82
32,Female,60,82,23,13,81,94,25,96,85,69
34,Male,79,2,94,93,96,81,70,52,11,90
38,Female,31,4,98,59,75,37,17,89,89,11
17,Female,91,78,65,73,84,9,2,38,38,86
39,Male,59,51,75,58,95,9,81,68,33,32
31,Female,72,64,72,17,100,48,52,71,71,25
38,Female,84,87,20,61,86,32,56,73,97,99
40,Male,27,83,41,75,89,57,95,45,57,16
34,Male,29,98,92,52,98,26,97,95,87,55
27,Female,21,31,69,38,81,50,24,34,80,84
32,Female,57,97,50,39,72,45,38,97,96,69
34,Female,77,28,66,80,75,26,54,83,96,86
32,Female,42,48,12,10,98,16,76,87,96,88
35,Female,96,12,12,59,71,77,91,92,79,45
39,Male,68,28,84,19,87,10,43,95,2,69
28,Female,57,2,7,76,85,66,20,69,96,76
30,Male,78,48,90,93,92,74,84,37,11,60
18,Female,88,59,1,12,74,18,77,20,32,72
27,Male,44,63,80,53,90,87,93,11,6,17
27,Female,48,36,82,84,76,60,31,54,74,99
35,Female,46,89,73,17,84,70,61,87,84,19
33,Male,22,36,91,81,82,48,79,37,88,19
29,Male,68,15,70,66,80,47,83,42,90,8
